Timestamp,Soil_Moisture_Pct,Temperature_Cel,Humidity_Pct,Light_Intensity_Lux,NPK_Levels,Scenario
2026-05-03 02:00:00,60.65,22.71,63.34,73.75,51.3,Optimal
2026-05-03 03:00:00,59.23,21.44,72.67,83.02,49.32,Optimal
2026-05-03 04:00:00,58.65,22.63,63.31,84.41,48.67,Optimal
2026-05-03 05:00:00,61.22,22.97,65.55,77.74,51.43,Optimal
2026-05-03 06:00:00,62.06,22.62,69.63,77.65,51.31,Optimal
2026-05-03 07:00:00,61.86,20.43,71.02,81.33,52.21,Optimal
2026-05-03 08:00:00,58.32,21.27,71.18,77.82,49.09,Optimal
2026-05-03 09:00:00,59.38,21.75,68.63,79.67,49.66,Optimal
2026-05-03 10:00:00,60.66,21.93,68.07,90.5,47.54,Optimal
2026-05-03 11:00:00,61.95,22.62,66.78,78.76,49.41,Optimal
2026-05-03 12:00:00,59.04,22.18,67.34,78.21,51.49,Optimal
2026-05-03 13:00:00,59.63,20.66,63.35,76.76,49.3,Optimal
2026-05-03 14:00:00,57.79,22.38,62.55,83.72,50.96,Optimal
2026-05-03 15:00:00,57.61,22.61,64.99,79.09,49.71,Optimal
2026-05-03 16:00:00,61.63,22.56,64.49,76.75,50.49,Optimal
2026-05-03 17:00:00,62.71,23.08,63.64,86.61,48.28,Optimal
2026-05-03 18:00:00,59.86,22.83,67.09,87.1,50.13,Optimal
2026-05-03 19:00:00,62.01,22.46,67.87,77.0,45.51,Optimal
2026-05-03 20:00:00,60.72,21.93,65.27,70.67,49.72,Optimal
2026-05-03 21:00:00,58.71,20.34,69.43,85.04,47.55,Optimal
2026-05-03 22:00:00,60.72,22.43,61.57,76.58,51.81,Optimal
2026-05-03 23:00:00,63.08,22.21,64.42,83.95,51.17,Optimal
2026-05-04 00:00:00,59.93,22.27,62.85,70.15,50.7,Optimal
2026-05-04 01:00:00,63.13,20.72,59.4,84.46,52.28,Optimal
2026-05-04 02:00:00,54.76,20.92,64.75,73.94,48.58,Optimal
2026-05-04 03:00:00,61.64,23.05,64.63,83.65,52.62,Optimal
2026-05-04 04:00:00,60.17,21.96,69.54,80.07,51.4,Optimal
2026-05-04 05:00:00,59.4,22.68,66.89,75.23,49.65,Optimal
2026-05-04 06:00:00,60.18,22.03,61.93,77.96,51.7,Optimal
2026-05-04 07:00:00,56.02,22.03,70.56,83.43,48.34,Optimal
2026-05-04 08:00:00,59.56,22.94,68.66,80.53,48.76,Optimal
2026-05-04 09:00:00,60.71,21.48,66.75,82.92,49.09,Optimal
2026-05-04 10:00:00,62.96,22.1,64.32,89.88,49.21,Optimal
2026-05-04 11:00:00,58.96,21.54,62.12,72.18,48.42,Optimal
2026-05-04 12:00:00,58.38,21.57,63.88,88.09,51.83,Optimal
2026-05-04 13:00:00,59.0,21.69,68.27,80.52,49.61,Optimal
2026-05-04 14:00:00,61.83,22.22,70.65,75.51,50.53,Optimal
2026-05-04 15:00:00,60.66,21.52,69.63,73.35,49.14,Optimal
2026-05-04 16:00:00,58.94,23.26,63.53,79.05,47.27,Optimal
2026-05-04 17:00:00,61.03,21.11,61.64,84.61,50.41,Optimal
2026-05-04 18:00:00,60.19,21.81,65.42,79.36,47.13,Optimal
2026-05-04 19:00:00,61.94,21.56,59.69,87.56,49.9,Optimal
2026-05-04 20:00:00,58.6,23.45,65.97,72.74,47.95,Optimal
2026-05-04 21:00:00,59.34,22.2,64.56,79.94,52.98,Optimal
2026-05-04 22:00:00,59.22,23.03,63.6,73.74,51.37,Optimal
2026-05-04 23:00:00,57.07,20.51,60.22,81.82,50.16,Optimal
2026-05-05 00:00:00,60.59,22.27,66.54,84.43,51.9,Optimal
2026-05-05 01:00:00,60.52,22.89,63.4,77.9,48.73,Optimal
2026-05-05 02:00:00,60.01,22.08,61.49,66.98,50.82,Optimal
2026-05-05 03:00:00,59.53,23.07,56.38,80.99,50.3,Optimal
2026-05-05 04:00:00,57.17,21.48,64.92,82.18,50.4,Optimal
2026-05-05 05:00:00,59.16,23.41,70.32,82.02,51.91,Optimal
2026-05-05 06:00:00,59.31,24.3,69.98,86.18,51.1,Optimal
2026-05-05 07:00:00,58.4,21.64,63.63,74.64,50.43,Optimal
2026-05-05 08:00:00,59.68,21.55,63.19,83.4,47.52,Optimal
2026-05-05 09:00:00,60.81,23.45,66.41,85.96,48.56,Optimal
2026-05-05 10:00:00,63.77,23.58,62.0,71.11,49.82,Optimal
2026-05-05 11:00:00,60.35,21.48,65.91,81.6,50.14,Optimal
2026-05-05 12:00:00,60.52,21.58,67.3,77.48,48.3,Optimal
2026-05-05 13:00:00,59.85,21.72,68.68,79.59,53.62,Optimal
2026-05-05 14:00:00,56.16,20.66,64.7,81.74,52.27,Optimal
2026-05-05 15:00:00,59.95,21.08,64.39,77.56,50.9,Optimal
2026-05-05 16:00:00,60.12,21.0,62.37,76.62,50.11,Optimal
2026-05-05 17:00:00,64.93,21.23,62.52,80.17,49.68,Optimal
2026-05-05 18:00:00,59.62,21.97,64.32,74.56,48.57,Optimal
2026-05-05 19:00:00,60.6,22.23,66.1,74.57,50.12,Optimal
2026-05-05 20:00:00,59.93,23.55,67.74,83.4,50.39,Optimal
2026-05-05 21:00:00,57.66,21.0,62.59,74.26,48.14,Optimal
2026-05-05 22:00:00,62.29,22.98,69.48,83.33,50.5,Optimal
2026-05-05 23:00:00,61.5,21.79,64.19,82.31,49.77,Optimal
2026-05-06 00:00:00,61.58,21.95,64.94,71.37,47.14,Optimal
2026-05-06 01:00:00,58.18,22.67,62.76,76.61,48.71,Optimal
2026-05-06 02:00:00,62.81,20.88,57.73,85.97,49.38,Optimal
2026-05-06 03:00:00,57.2,22.38,67.65,75.09,52.83,Optimal
2026-05-06 04:00:00,61.17,22.17,67.21,77.68,50.83,Optimal
2026-05-06 05:00:00,64.38,22.49,64.16,82.31,48.0,Optimal
2026-05-06 06:00:00,58.02,22.29,65.2,83.92,50.73,Optimal
2026-05-06 07:00:00,58.87,24.46,66.55,78.74,47.68,Optimal
2026-05-06 08:00:00,60.2,21.36,60.31,77.01,51.62,Optimal
2026-05-06 09:00:00,58.99,21.47,63.41,87.11,49.29,Optimal
2026-05-06 10:00:00,56.9,21.38,67.38,88.69,49.86,Optimal
2026-05-06 11:00:00,60.14,21.44,61.24,84.89,51.99,Optimal
2026-05-06 12:00:00,57.88,21.36,65.88,80.43,48.07,Optimal
2026-05-06 13:00:00,60.95,23.19,60.93,75.96,47.9,Optimal
2026-05-06 14:00:00,58.16,23.42,66.4,75.85,49.12,Optimal
2026-05-06 15:00:00,63.1,21.43,64.89,82.61,51.56,Optimal
2026-05-06 16:00:00,58.43,21.17,60.15,82.09,47.72,Optimal
2026-05-06 17:00:00,59.36,22.47,68.49,87.01,45.75,Optimal
2026-05-06 18:00:00,61.63,21.45,62.8,83.25,49.32,Optimal
2026-05-06 19:00:00,57.54,22.63,62.57,72.48,50.83,Optimal
2026-05-06 20:00:00,60.45,22.2,65.6,85.26,51.8,Optimal
2026-05-06 21:00:00,62.61,20.48,68.45,75.01,49.31,Optimal
2026-05-06 22:00:00,56.79,23.55,61.95,78.08,49.38,Optimal
2026-05-06 23:00:00,60.37,23.8,65.19,81.25,51.73,Optimal
2026-05-07 00:00:00,60.52,21.39,66.29,89.98,47.2,Optimal
2026-05-07 01:00:00,61.56,21.61,67.08,95.55,49.42,Optimal
2026-05-07 02:00:00,57.53,22.29,65.53,83.03,50.29,Optimal
2026-05-07 03:00:00,57.36,22.33,63.9,79.08,50.67,Optimal
2026-05-07 04:00:00,61.04,22.66,62.52,82.67,49.24,Optimal
2026-05-07 05:00:00,60.59,24.01,65.26,84.44,50.05,Optimal
2026-05-07 06:00:00,60.5,21.82,61.78,78.4,46.27,Optimal
2026-05-07 07:00:00,60.69,21.2,56.24,88.98,49.01,Optimal
2026-05-07 08:00:00,58.64,20.62,66.31,81.15,50.68,Optimal
2026-05-07 09:00:00,60.46,21.27,67.71,82.49,48.53,Optimal
2026-05-07 10:00:00,60.59,21.97,57.91,83.33,50.09,Optimal
2026-05-07 11:00:00,58.57,23.79,61.97,82.11,50.67,Optimal
2026-05-07 12:00:00,63.73,21.48,66.86,84.19,49.49,Optimal
2026-05-07 13:00:00,60.95,22.22,71.17,76.91,50.26,Optimal
2026-05-07 14:00:00,57.62,21.98,65.06,77.21,48.56,Optimal
2026-05-07 15:00:00,61.31,23.19,62.82,74.5,49.69,Optimal
2026-05-07 16:00:00,58.05,24.53,64.45,82.2,50.92,Optimal
2026-05-07 17:00:00,61.57,21.47,69.12,83.89,50.24,Optimal
2026-05-07 18:00:00,62.32,21.51,63.06,82.29,49.12,Optimal
2026-05-07 19:00:00,58.36,23.04,62.6,88.37,50.34,Optimal
2026-05-07 20:00:00,61.93,22.68,63.55,79.97,51.07,Optimal
2026-05-07 21:00:00,60.83,23.85,62.14,83.34,46.93,Optimal
2026-05-07 22:00:00,61.64,22.58,65.37,74.54,51.74,Optimal
2026-05-07 23:00:00,63.79,21.64,69.87,78.06,49.5,Optimal
2026-05-08 00:00:00,59.51,22.59,65.97,83.48,50.64,Optimal
2026-05-08 01:00:00,58.49,23.11,64.24,84.25,51.8,Optimal
2026-05-08 02:00:00,58.22,22.82,64.12,78.53,47.94,Optimal
2026-05-08 03:00:00,58.37,22.51,60.31,79.64,48.94,Optimal
2026-05-08 04:00:00,59.85,23.07,67.65,72.41,49.57,Optimal
2026-05-08 05:00:00,60.68,23.17,64.77,78.21,48.82,Optimal
2026-05-08 06:00:00,60.55,23.38,64.46,84.45,52.6,Optimal
2026-05-08 07:00:00,61.65,22.65,74.58,82.88,48.71,Optimal
2026-05-08 08:00:00,60.03,21.83,65.9,82.5,49.17,Optimal
2026-05-08 09:00:00,62.91,22.15,62.74,80.25,50.31,Optimal
2026-05-08 10:00:00,59.47,23.21,63.72,80.04,48.2,Optimal
2026-05-08 11:00:00,65.44,21.18,68.45,76.7,49.41,Optimal
2026-05-08 12:00:00,61.25,22.37,65.34,83.49,50.48,Optimal
2026-05-08 13:00:00,58.29,21.61,60.69,82.1,49.5,Optimal
2026-05-08 14:00:00,57.86,22.03,67.76,82.46,49.86,Optimal
2026-05-08 15:00:00,60.96,23.28,63.0,77.37,49.21,Optimal
2026-05-08 16:00:00,59.55,22.19,70.62,69.23,47.73,Optimal
2026-05-08 17:00:00,61.43,22.05,68.24,85.49,50.48,Optimal
2026-05-08 18:00:00,60.95,20.64,63.66,77.61,52.63,Optimal
2026-05-08 19:00:00,59.85,22.75,68.84,75.69,50.03,Optimal
2026-05-08 20:00:00,58.31,22.65,65.2,83.47,50.34,Optimal
2026-05-08 21:00:00,56.97,24.16,67.56,78.04,51.04,Optimal
2026-05-08 22:00:00,59.11,21.69,66.45,85.3,48.1,Optimal
2026-05-08 23:00:00,61.71,22.22,62.46,83.09,52.55,Optimal
2026-05-09 00:00:00,60.43,22.25,63.07,83.42,50.3,Optimal
2026-05-09 01:00:00,57.51,23.58,68.09,73.17,52.45,Optimal
2026-05-09 02:00:00,60.35,21.9,64.0,86.06,48.9,Optimal
2026-05-09 03:00:00,60.77,22.28,63.79,81.31,52.73,Optimal
2026-05-09 04:00:00,58.23,22.61,62.13,78.15,51.16,Optimal
2026-05-09 05:00:00,60.31,22.19,66.27,80.72,50.83,Optimal
2026-05-09 06:00:00,60.12,21.55,71.19,71.12,50.35,Optimal
2026-05-09 07:00:00,57.71,22.19,61.8,82.04,49.63,Optimal
2026-05-09 08:00:00,60.72,23.07,65.07,74.85,51.8,Optimal
2026-05-09 09:00:00,61.12,20.97,69.24,73.24,50.21,Optimal
2026-05-09 10:00:00,62.17,22.13,64.76,72.39,47.05,Optimal
2026-05-09 11:00:00,62.11,21.3,66.36,85.56,48.32,Optimal
2026-05-09 12:00:00,57.24,23.2,61.81,76.85,49.72,Optimal
2026-05-09 13:00:00,58.12,20.48,66.28,87.67,50.46,Optimal
2026-05-09 14:00:00,61.03,21.44,64.44,77.32,49.92,Optimal
2026-05-09 15:00:00,61.03,22.38,67.96,71.46,51.83,Optimal
2026-05-09 16:00:00,61.03,23.57,68.56,74.42,47.07,Optimal
2026-05-09 17:00:00,67.71,21.93,72.77,86.18,50.22,Optimal
2026-05-09 18:00:00,61.14,21.44,66.74,79.22,47.27,Optimal
2026-05-09 19:00:00,62.27,23.88,65.98,77.26,51.14,Optimal
2026-05-09 20:00:00,61.91,20.55,65.58,80.8,49.86,Optimal
2026-05-09 21:00:00,61.3,19.8,63.94,82.51,50.63,Optimal
2026-05-09 22:00:00,59.37,22.44,66.02,85.59,48.7,Optimal
2026-05-09 23:00:00,61.52,21.5,64.11,87.24,51.92,Optimal
2026-05-10 00:00:00,58.45,20.98,65.51,78.2,51.56,Optimal
2026-05-10 01:00:00,59.53,22.71,68.95,73.37,50.88,Optimal
2026-05-10 02:00:00,59.03,22.24,61.98,77.93,49.81,Optimal
2026-05-10 03:00:00,60.16,21.44,68.42,81.3,50.87,Optimal
2026-05-10 04:00:00,64.63,20.72,68.95,75.18,48.94,Optimal
2026-05-10 05:00:00,56.27,22.87,64.65,75.21,51.28,Optimal
2026-05-10 06:00:00,61.37,22.65,58.63,81.72,52.47,Optimal
2026-05-10 07:00:00,56.77,21.9,63.18,79.76,51.61,Optimal
2026-05-10 08:00:00,59.06,23.85,68.89,80.16,48.91,Optimal
2026-05-10 09:00:00,62.18,20.93,64.93,76.21,50.54,Optimal
2026-05-10 10:00:00,60.13,20.47,62.0,78.85,48.06,Optimal
2026-05-10 11:00:00,57.84,21.31,63.49,75.38,50.86,Optimal
2026-05-10 12:00:00,58.57,21.95,67.52,84.45,50.68,Optimal
2026-05-10 13:00:00,61.36,22.24,66.64,85.18,47.2,Optimal
2026-05-10 14:00:00,58.54,21.76,64.28,70.77,48.26,Optimal
2026-05-10 15:00:00,60.43,22.35,63.9,75.35,49.58,Optimal
2026-05-10 16:00:00,60.09,20.75,63.82,72.52,49.55,Optimal
2026-05-10 17:00:00,58.7,23.44,62.23,76.75,48.19,Optimal
2026-05-10 18:00:00,64.29,21.92,69.85,79.58,50.58,Optimal
2026-05-10 19:00:00,61.27,23.12,64.03,72.75,50.38,Optimal
2026-05-10 20:00:00,55.95,22.34,68.65,75.39,49.71,Optimal
2026-05-10 21:00:00,60.37,22.46,69.56,74.98,48.87,Optimal
2026-05-10 22:00:00,58.68,22.57,67.99,81.04,51.57,Optimal
2026-05-10 23:00:00,61.7,22.45,63.71,80.35,52.48,Optimal
2026-05-11 00:00:00,58.41,22.64,66.21,76.39,49.27,Optimal
2026-05-11 01:00:00,59.77,23.33,64.93,80.88,49.08,Optimal
2026-05-11 02:00:00,61.01,22.2,62.29,77.27,50.74,Optimal
2026-05-11 03:00:00,61.73,22.71,65.97,78.64,49.46,Optimal
2026-05-11 04:00:00,57.6,21.91,61.46,88.37,49.79,Optimal
2026-05-11 05:00:00,59.33,23.44,68.56,86.7,51.11,Optimal
2026-05-11 06:00:00,59.05,21.32,63.61,73.5,47.14,Optimal
2026-05-11 07:00:00,58.69,23.8,65.6,84.15,51.98,Optimal
2026-05-11 08:00:00,63.53,21.96,65.85,84.06,50.11,Optimal
2026-05-11 09:00:00,60.81,20.57,64.22,74.26,49.38,Optimal
2026-05-11 10:00:00,57.48,22.13,66.76,84.09,49.87,Optimal
2026-05-11 11:00:00,61.84,21.32,63.58,87.69,49.94,Optimal
2026-05-11 12:00:00,64.24,22.84,67.61,74.39,47.4,Optimal
2026-05-11 13:00:00,62.06,21.35,60.96,75.41,52.24,Optimal
2026-05-11 14:00:00,56.96,21.55,65.38,85.09,50.06,Optimal
2026-05-11 15:00:00,59.03,20.11,70.82,81.36,50.66,Optimal
2026-05-11 16:00:00,62.53,21.55,62.0,82.76,51.43,Optimal
2026-05-11 17:00:00,58.58,19.58,62.97,81.7,48.47,Optimal
2026-05-11 18:00:00,60.89,20.42,66.54,81.95,50.71,Optimal
2026-05-11 19:00:00,61.55,22.76,65.54,73.37,49.6,Optimal
2026-05-11 20:00:00,58.15,22.79,66.05,85.24,51.27,Optimal
2026-05-11 21:00:00,59.88,22.43,66.47,85.85,46.81,Optimal
2026-05-11 22:00:00,53.52,21.03,66.9,78.85,49.85,Optimal
2026-05-11 23:00:00,57.95,21.95,68.33,79.78,49.1,Optimal
2026-05-12 00:00:00,59.49,22.0,66.23,72.34,50.65,Optimal
2026-05-12 01:00:00,57.5,20.84,64.28,82.57,50.71,Optimal
2026-05-12 02:00:00,63.26,23.5,67.02,82.86,48.94,Optimal
2026-05-12 03:00:00,57.14,22.88,70.7,79.69,48.93,Optimal
2026-05-12 04:00:00,59.12,21.78,64.6,85.62,49.83,Optimal
2026-05-12 05:00:00,60.26,22.03,62.08,78.33,48.66,Optimal
2026-05-12 06:00:00,62.88,22.21,68.32,82.82,51.26,Optimal
2026-05-12 07:00:00,57.13,19.96,64.64,74.9,49.45,Optimal
2026-05-12 08:00:00,62.33,21.75,58.48,79.88,45.64,Optimal
2026-05-12 09:00:00,60.02,21.32,67.54,79.13,49.44,Optimal
2026-05-12 10:00:00,58.04,21.0,63.39,81.13,48.44,Optimal
2026-05-12 11:00:00,60.92,21.72,64.73,78.15,47.55,Optimal
2026-05-12 12:00:00,60.4,23.8,66.0,79.34,48.14,Optimal
2026-05-12 13:00:00,58.8,22.64,65.57,84.13,50.16,Optimal
2026-05-12 14:00:00,60.14,21.43,67.13,77.82,51.99,Optimal
2026-05-12 15:00:00,59.23,22.57,63.69,71.97,50.47,Optimal
2026-05-12 16:00:00,60.23,23.4,66.54,88.75,49.09,Optimal
2026-05-12 17:00:00,61.32,22.92,64.22,86.91,50.68,Optimal
2026-05-12 18:00:00,63.17,22.06,67.22,73.54,49.31,Optimal
2026-05-12 19:00:00,57.52,21.35,66.85,83.45,48.96,Optimal
2026-05-12 20:00:00,64.27,22.7,62.19,77.49,48.27,Optimal
2026-05-12 21:00:00,56.1,22.39,68.26,81.32,47.37,Optimal
2026-05-12 22:00:00,59.7,22.9,63.39,81.47,49.42,Optimal
2026-05-12 23:00:00,61.18,22.64,67.42,78.83,50.24,Optimal
2026-05-13 00:00:00,60.56,23.05,66.1,76.08,49.86,Optimal
2026-05-13 01:00:00,58.75,21.46,70.51,76.55,49.38,Optimal
2026-05-13 02:00:00,59.58,23.32,64.33,75.42,48.58,Optimal
2026-05-13 03:00:00,59.01,22.2,63.95,75.84,50.91,Optimal
2026-05-13 04:00:00,58.82,24.08,64.94,79.66,48.02,Optimal
2026-05-13 05:00:00,61.7,21.31,64.09,76.42,51.16,Optimal
2026-05-13 06:00:00,60.71,23.74,67.4,83.41,48.5,Optimal
2026-05-13 07:00:00,58.61,22.2,60.15,87.44,48.87,Optimal
2026-05-13 08:00:00,61.8,21.35,61.84,77.1,47.8,Optimal
2026-05-13 09:00:00,60.61,21.52,61.8,81.2,49.25,Optimal
2026-05-13 10:00:00,61.63,21.68,67.85,82.5,51.46,Optimal
2026-05-13 11:00:00,61.26,22.42,70.13,82.36,50.77,Optimal
2026-05-13 12:00:00,58.34,22.52,64.69,80.38,51.47,Optimal
2026-05-13 13:00:00,58.88,21.43,64.49,83.71,50.78,Optimal
2026-05-13 14:00:00,61.49,21.98,65.21,82.41,48.34,Optimal
2026-05-13 15:00:00,61.22,24.14,68.49,73.81,49.5,Optimal
2026-05-13 16:00:00,59.96,23.73,62.22,84.35,48.83,Optimal
2026-05-13 17:00:00,60.23,22.44,65.72,84.44,52.0,Optimal
2026-05-13 18:00:00,62.56,22.04,67.93,76.18,48.2,Optimal
2026-05-13 19:00:00,58.82,22.12,66.5,80.19,51.34,Optimal
2026-05-13 20:00:00,61.09,22.61,65.57,83.42,51.34,Optimal
2026-05-13 21:00:00,59.6,20.98,68.0,78.95,52.74,Optimal
2026-05-13 22:00:00,59.56,21.74,56.89,85.36,49.39,Optimal
2026-05-13 23:00:00,62.2,20.33,67.03,91.82,51.07,Optimal
2026-05-14 00:00:00,61.65,22.4,63.04,76.07,53.42,Optimal
2026-05-14 01:00:00,61.63,22.65,59.51,73.09,49.07,Optimal
2026-05-14 02:00:00,62.61,21.52,66.53,81.52,47.7,Optimal
2026-05-14 03:00:00,60.04,23.57,69.12,83.61,47.18,Optimal
2026-05-14 04:00:00,61.36,20.77,64.59,78.85,51.07,Optimal
2026-05-14 05:00:00,59.38,20.54,67.86,87.27,47.18,Optimal
2026-05-14 06:00:00,60.65,22.22,69.84,73.31,49.44,Optimal
2026-05-14 07:00:00,59.74,23.05,68.94,83.46,50.66,Optimal
2026-05-14 08:00:00,60.19,23.68,69.92,76.97,50.28,Optimal
2026-05-14 09:00:00,61.19,21.54,67.23,88.6,50.64,Optimal
2026-05-14 10:00:00,58.36,23.08,65.23,89.96,50.33,Optimal
2026-05-14 11:00:00,64.18,21.96,60.19,76.17,51.92,Optimal
2026-05-14 12:00:00,57.99,21.83,64.26,77.25,48.57,Optimal
2026-05-14 13:00:00,57.57,22.88,62.47,84.3,48.98,Optimal
2026-05-14 14:00:00,62.32,22.65,71.51,78.06,48.84,Optimal
2026-05-14 15:00:00,61.58,20.42,64.47,79.77,51.25,Optimal
2026-05-14 16:00:00,61.25,23.48,65.37,80.13,51.35,Optimal
2026-05-14 17:00:00,61.26,23.38,66.65,70.4,50.68,Optimal
2026-05-14 18:00:00,59.98,21.37,65.13,79.93,51.78,Optimal
2026-05-14 19:00:00,58.21,22.4,70.09,76.55,48.23,Optimal
2026-05-14 20:00:00,60.15,22.49,63.13,77.53,52.5,Optimal
2026-05-14 21:00:00,58.65,22.26,65.58,87.22,52.28,Optimal
2026-05-14 22:00:00,61.95,21.45,62.77,73.72,51.1,Optimal
2026-05-14 23:00:00,59.71,21.33,61.04,84.07,52.67,Optimal
2026-05-15 00:00:00,58.35,21.97,63.16,78.61,47.52,Optimal
2026-05-15 01:00:00,59.36,23.17,64.89,78.6,49.21,Optimal
2026-05-15 02:00:00,60.83,22.54,63.71,83.95,48.9,Optimal
2026-05-15 03:00:00,58.87,21.63,62.92,81.7,51.08,Optimal
2026-05-15 04:00:00,58.36,22.77,60.78,82.85,48.42,Optimal
2026-05-15 05:00:00,60.49,19.15,64.75,84.84,51.14,Optimal
2026-05-15 06:00:00,60.49,23.15,60.49,78.34,52.06,Optimal
2026-05-15 07:00:00,58.99,20.26,67.28,76.94,51.04,Optimal
2026-05-15 08:00:00,59.06,21.64,65.25,74.57,50.43,Optimal
2026-05-15 09:00:00,60.46,20.88,60.63,75.87,48.52,Optimal
2026-05-15 10:00:00,57.1,20.71,64.07,94.75,48.73,Optimal
2026-05-15 11:00:00,57.19,23.16,62.74,86.22,51.87,Optimal
2026-05-15 12:00:00,58.56,21.53,65.96,73.24,51.17,Optimal
2026-05-15 13:00:00,59.57,22.35,69.02,73.39,49.94,Optimal
2026-05-15 14:00:00,60.62,21.95,59.37,82.41,49.37,Optimal
2026-05-15 15:00:00,62.95,22.48,65.35,82.74,46.96,Optimal
2026-05-15 16:00:00,61.72,22.08,64.52,82.74,48.39,Optimal
2026-05-15 17:00:00,59.68,20.72,67.01,78.73,52.87,Optimal
2026-05-15 18:00:00,59.96,23.0,65.64,79.37,48.08,Optimal
2026-05-15 19:00:00,57.99,21.51,62.74,81.64,50.28,Optimal
2026-05-15 20:00:00,59.96,20.44,64.04,80.43,51.51,Optimal
2026-05-15 21:00:00,59.42,21.57,62.61,68.9,48.12,Optimal
2026-05-15 22:00:00,60.65,23.5,68.23,78.85,50.28,Optimal
2026-05-15 23:00:00,58.35,22.85,65.06,75.74,51.41,Optimal
2026-05-16 00:00:00,61.04,21.65,70.7,80.88,50.02,Optimal
2026-05-16 01:00:00,63.07,21.65,64.82,94.93,54.3,Optimal
2026-05-16 02:00:00,59.78,21.68,62.87,81.84,47.5,Optimal
2026-05-16 03:00:00,60.8,24.08,60.46,78.43,51.59,Optimal
2026-05-16 04:00:00,61.38,22.38,59.59,84.61,49.74,Optimal
